"sensanaly","ID","scenario","region","soiltype","initdenres_collapsed","year","crop","ww_yield_mean","ww_yield_sd","ww_yield_se","ww_yield_n","ww_yield_ci_l","ww_yield_ci_u","prod_cost_mean","prod_cost_sd","prod_cost_se","prod_cost_n","prod_cost_ci_l","prod_cost_ci_u"
"lower","CWW_n_l_LD-HR_6","CWW","north","light","LD-HR",6,"winterwheat",5.14125921827069,0.154832633823295,0.0179989280824444,74,5.1059813192291,5.17653711731228,5.14125921827069,0.154832633823295,0.0179989280824444,74,5.1059813192291,5.17653711731228
"upper","CWW_n_l_LD-HR_1","CWW","north","light","LD-HR",1,"winterwheat",6.381,0.0996757757630842,0.011587073572417,74,6.35828933579806,6.40371066420194,0,0,0,74,0,0
"upper","CWW_n_l_LD-HR_2","CWW","north","light","LD-HR",2,"winterwheat",4.88005372881628,0.464971999130836,0.0540518969809529,74,4.77411201073361,4.98599544689895,0.400011424417671,0.276384650954392,0.0321290630584827,74,0.337038460823045,0.462984388012297
"upper","CWW_n_l_LD-HR_3","CWW","north","light","LD-HR",3,"winterwheat",4.11698410032944,0.710571539398769,0.0826022636136676,74,3.95508366364665,4.27888453701223,4.11698410032944,0.710571539398769,0.0826022636136676,74,3.95508366364665,4.27888453701223
"upper","CWW_n_l_LD-HR_4","CWW","north","light","LD-HR",4,"winterwheat",3.58936083168813,0.795435939204839,0.0924675497045348,74,3.40812443426724,3.77059722910902,-0.01965405600623,0.579329289250679,0.0673456619305265,74,-0.151651553390062,0.112343441377602
"upper","CWW_n_l_LD-HR_5","CWW","north","light","LD-HR",5,"winterwheat",3.44353865301906,0.829721087721505,0.0964531172635783,74,3.25449054318245,3.63258676285568,-0.820226320095455,0.626130993546573,0.0727862495441106,74,-0.962887369201912,-0.677565270988998
"upper","CWW_n_l_LD-HR_6","CWW","north","light","LD-HR",6,"winterwheat",3.30892723944347,0.818905989049409,0.0951958875801657,74,3.12234329978634,3.49551117910059,3.30892723944347,0.818905989049409,0.0951958875801657,74,3.12234329978634,3.49551117910059
"lower","CWW_c_h_LD-HR_1","CWW","central","heavy","LD-HR",1,"winterwheat",8.96,0,0,74,8.96,8.96,0,0,0,74,0,0
"lower","CWW_c_h_LD-HR_2","CWW","central","heavy","LD-HR",2,"winterwheat",7.95277189026484,0.0842381410087561,0.00979248498443679,74,7.93357861969534,7.97196516083434,0.0855165186732491,0.067599195287951,0.00785824683320661,74,0.0701143548801641,0.100918682466334
"lower","CWW_c_h_LD-HR_3","CWW","central","heavy","LD-HR",3,"winterwheat",7.68058294353993,0.183838723963335,0.0213708175704145,74,7.63869614110191,7.72246974597794,7.68058294353993,0.183838723963335,0.0213708175704145,74,7.63869614110191,7.72246974597794
"lower","CWW_c_h_LD-HR_4","CWW","central","heavy","LD-HR",4,"winterwheat",7.23200966290921,0.221845188225801,0.0257889792979276,74,7.18146326348528,7.28255606233315,-1.10544415058341,0.176164275720991,0.0204786810835803,74,-1.14558236550723,-1.06530593565959
"lower","CWW_c_h_LD-HR_5","CWW","central","heavy","LD-HR",5,"winterwheat",7.18868957551977,0.233812131409728,0.0271801081860405,74,7.13541656347513,7.24196258756441,-0.23439497530894,0.192419309830983,0.0223682904165671,74,-0.278236824525412,-0.190553126092469
"lower","CWW_c_h_LD-HR_6","CWW","central","heavy","LD-HR",6,"winterwheat",7.00489410833842,0.230229484785466,0.0267636339755165,74,6.95243738574641,7.05735083093043,7.00489410833842,0.230229484785466,0.0267636339755165,74,6.95243738574641,7.05735083093043
"upper","CWW_c_h_LD-HR_1","CWW","central","heavy","LD-HR",1,"winterwheat",8.822,0.138941990457632,0.016151678313066,74,8.79034271050639,8.85365728949361,0,0,0,74,0,0
"upper","CWW_c_h_LD-HR_2","CWW","central","heavy","LD-HR",2,"winterwheat",6.45276472573878,0.706317694031352,0.082107764134124,74,6.2918335080359,6.61369594344166,0.674140257414571,0.411931567187307,0.0478860720095654,74,0.580283556275823,0.767996958553319
"upper","CWW_c_h_LD-HR_3","CWW","central","heavy","LD-HR",3,"winterwheat",5.19633615573447,1.00687644952094,0.117047009763569,74,4.96692401659788,5.42574829487107,5.19633615573447,1.00687644952094,0.117047009763569,74,4.96692401659788,5.42574829487107
"upper","CWW_c_h_LD-HR_4","CWW","central","heavy","LD-HR",4,"winterwheat",4.44410514352625,1.05965871664977,0.123182823684841,74,4.20266680910396,4.68554347794854,0.174306492031913,0.867639133884463,0.100861000595801,74,-0.0233810691358579,0.371994053199683
"upper","CWW_c_h_LD-HR_5","CWW","central","heavy","LD-HR",5,"winterwheat",4.23911535544081,1.07080657731758,0.124478736164519,74,3.99513703255835,4.48309367832327,-0.978224198069807,0.83933250198265,0.0975704214764251,74,-1.1694622241636,-0.786986171976013
"upper","CWW_c_h_LD-HR_6","CWW","central","heavy","LD-HR",6,"winterwheat",4.06814240267872,1.04205462331487,0.121136389402434,74,3.83071507944995,4.30556972590749,4.06814240267872,1.04205462331487,0.121136389402434,74,3.83071507944995,4.30556972590749
"lower","CWW_c_m_LD-HR_1","CWW","central","medium","LD-HR",1,"winterwheat",7.94,0,0,74,7.94,7.94,0,0,0,74,0,0
"lower","CWW_c_m_LD-HR_2","CWW","central","medium","LD-HR",2,"winterwheat",7.07582760942699,0.0567686108738534,0.00659921696885216,74,7.06289314416804,7.08876207468594,0.0574828354897707,0.0504973003294471,0.00587019192623571,74,0.0459772593143487,0.0689884116651927
"lower","CWW_c_m_LD-HR_3","CWW","central","medium","LD-HR",3,"winterwheat",6.88220191290951,0.132708411506629,0.0154270394790887,74,6.8519649155305,6.91243891028852,6.88220191290951,0.132708411506629,0.0154270394790887,74,6.8519649155305,6.91243891028852
"lower","CWW_c_m_LD-HR_4","CWW","central","medium","LD-HR",4,"winterwheat",6.50065009587173,0.172213617497427,0.0200194263936071,74,6.46141202014026,6.5398881716032,-1.01652548532945,0.133739760830725,0.015546931402735,74,-1.04699747087881,-0.986053499780087
"lower","CWW_c_m_LD-HR_5","CWW","central","medium","LD-HR",5,"winterwheat",6.46746863995546,0.188685386022012,0.0219342305905249,74,6.42447754799803,6.51045973191289,-0.176399201764681,0.158764029597233,0.0184559435581321,74,-0.21257285113862,-0.140225552390743
"lower","CWW_c_m_LD-HR_6","CWW","central","medium","LD-HR",6,"winterwheat",6.30325952437625,0.18883319059593,0.0219514125232384,74,6.26023475583071,6.3462842929218,6.30325952437625,0.18883319059593,0.0219514125232384,74,6.26023475583071,6.3462842929218
"upper","CWW_c_m_LD-HR_1","CWW","central","medium","LD-HR",1,"winterwheat",7.817,0.123839600190499,0.0143960611051241,74,7.78878372023396,7.84521627976604,0,0,0,74,0,0
"upper","CWW_c_m_LD-HR_2","CWW","central","medium","LD-HR",2,"winterwheat",5.99092023735949,0.56617515576421,0.0658165249730035,74,5.8619198484124,6.11992062630657,0.531570969638789,0.345372471461959,0.0401487342945699,74,0.452879450421433,0.610262488856146
"upper","CWW_c_m_LD-HR_3","CWW","central","medium","LD-HR",3,"winterwheat",5.06523841909012,0.866415185895139,0.100718719532097,74,4.86782972880721,5.26264710937303,5.06523841909012,0.866415185895139,0.100718719532097,74,4.86782972880721,5.26264710937303
"upper","CWW_c_m_LD-HR_4","CWW","central","medium","LD-HR",4,"winterwheat",4.42034863867557,0.971978568932377,0.112990213547985,74,4.19888782012152,4.64180945722962,0.144193637463816,0.747669454223706,0.0869148086143859,74,-0.0261593874203806,0.314546662348012
"upper","CWW_c_m_LD-HR_5","CWW","central","medium","LD-HR",5,"winterwheat",4.24205286740811,1.01510089596945,0.118003082243184,74,4.01076682621147,4.47333890860475,-0.906317322757408,0.778288036344231,0.0904741464875806,74,-1.08364664987307,-0.72898799564175
"upper","CWW_c_m_LD-HR_6","CWW","central","medium","LD-HR",6,"winterwheat",4.07654063029713,1.00222224310668,0.116505969257685,74,3.84818893055206,4.30489233004219,4.07654063029713,1.00222224310668,0.116505969257685,74,3.84818893055206,4.30489233004219
"lower","CWW_c_l_LD-HR_1","CWW","central","light","LD-HR",1,"winterwheat",6.48,0,0,74,6.48,6.48,0,0,0,74,0,0
"lower","CWW_c_l_LD-HR_2","CWW","central","light","LD-HR",2,"winterwheat",5.774772030989,0.0462967311980941,0.00538188568333575,74,5.76422353504966,5.78532052692834,0.0437935338643504,0.0398371061226101,0.00463096952114037,74,0.0347168336029153,0.0528702341257856
"lower","CWW_c_l_LD-HR_3","CWW","central","light","LD-HR",3,"winterwheat",5.61681709402329,0.108228219092785,0.012581274914985,74,5.59215779518992,5.64147639285666,5.61681709402329,0.108228219092785,0.012581274914985,74,5.59215779518992,5.64147639285666
"lower","CWW_c_l_LD-HR_4","CWW","central","light","LD-HR",4,"winterwheat",5.30546221410899,0.140446056988193,0.0163265224957573,74,5.2734622300173,5.33746219820067,-0.854019136831103,0.10413951215755,0.0121059723882484,74,-0.87774684271207,-0.830291430950136
"lower","CWW_c_l_LD-HR_5","CWW","central","light","LD-HR",5,"winterwheat",5.27840160928407,0.153879343940282,0.0178881103845058,74,5.24334091293044,5.3134623056377,-0.149880623261556,0.129345326597451,0.0150360887995018,74,-0.17935135730858,-0.120409889214532
"lower","CWW_c_l_LD-HR_6","CWW","central","light","LD-HR",6,"winterwheat",5.14439029172432,0.153999883592797,0.0179021228344857,74,5.10930213096873,5.17947845247992,5.14439029172432,0.153999883592797,0.0179021228344857,74,5.10930213096873,5.17947845247992
"upper","CWW_c_l_LD-HR_1","CWW","central","light","LD-HR",1,"winterwheat",6.381,0.0996757757630842,0.011587073572417,74,6.35828933579806,6.40371066420194,0,0,0,74,0,0
"upper","CWW_c_l_LD-HR_2","CWW","central","light","LD-HR",2,"winterwheat",4.8892383544255,0.462702843007413,0.0537881129396638,74,4.78381365306376,4.99466305578724,0.40919605002689,0.278970187308305,0.0324296255545114,74,0.345633983940047,0.472758116113732
"upper","CWW_c_l_LD-HR_3","CWW","central","light","LD-HR",3,"winterwheat",4.13292647080901,0.707964817080336,0.082299238299289,74,3.97161996374241,4.29423297787562,4.13292647080901,0.707964817080336,0.082299238299289,74,3.97161996374241,4.29423297787562
"upper","CWW_c_l_LD-HR_4","CWW","central","light","LD-HR",4,"winterwheat",3.60625392311142,0.794121150564184,0.0923147086296114,74,3.42531709419738,3.78719075202546,-0.00276096458294037,0.585527786617147,0.0680662226131382,74,-0.136170760904691,0.130648831738811
"upper","CWW_c_l_LD-HR_5","CWW","central","light","LD-HR",5,"winterwheat",3.46058460620611,0.82930514420516,0.0964047648119524,74,3.27163126717468,3.64953794523753,-0.80318036690841,0.625323930293651,0.0726924303466416,74,-0.945657530387828,-0.660703203428993
"upper","CWW_c_l_LD-HR_6","CWW","central","light","LD-HR",6,"winterwheat",3.32548037999603,0.818769399930124,0.0951800094175708,74,3.13892756153759,3.51203319845447,3.32548037999603,0.818769399930124,0.0951800094175708,74,3.13892756153759,3.51203319845447
"lower","CWW_e_h_LD-HR_1","CWW","east","heavy","LD-HR",1,"winterwheat",8.96,0,0,74,8.96,8.96,0,0,0,74,0,0
"lower","CWW_e_h_LD-HR_2","CWW","east","heavy","LD-HR",2,"winterwheat",8.03544843258731,0.0225843208919065,0.00262537397631684,74,8.03030269959373,8.04059416558089,0.0290850708767104,0.0274019738443827,0.00318541475632939,74,0.0228416579543048,0.035328483799116
"lower","CWW_e_h_LD-HR_3","CWW","east","heavy","LD-HR",3,"winterwheat",7.9153805381746,0.0433589597993119,0.00504037669505819,74,7.90550139985229,7.92525967649692,7.9153805381746,0.0433589597993119,0.00504037669505819,74,7.90550139985229,7.92525967649692
"lower","CWW_e_h_LD-HR_4","CWW","east","heavy","LD-HR",4,"winterwheat",7.53700896830274,0.0615879812170825,0.00715945739148453,74,7.52297643181543,7.55104150479005,-1.235121605808,0.0823346065000337,0.00957120359253043,74,-1.25388116484936,-1.21636204676664
"lower","CWW_e_h_LD-HR_5","CWW","east","heavy","LD-HR",5,"winterwheat",7.52413665888776,0.0741698703938662,0.00862207229922205,74,7.50723739718128,7.54103592059423,-0.0640453331579069,0.0712191316781737,0.00827905589097283,74,-0.0802722827042137,-0.0478183836116002
"lower","CWW_e_h_LD-HR_6","CWW","east","heavy","LD-HR",6,"winterwheat",7.34159763025339,0.0781762680381077,0.00908780656523393,74,7.32378552938553,7.35940973112125,7.34159763025339,0.0781762680381077,0.00908780656523393,74,7.32378552938553,7.35940973112125
"upper","CWW_e_h_LD-HR_1","CWW","east","heavy","LD-HR",1,"winterwheat",8.822,0.138941990457632,0.016151678313066,74,8.79034271050639,8.85365728949361,0,0,0,74,0,0
"upper","CWW_e_h_LD-HR_2","CWW","east","heavy","LD-HR",2,"winterwheat",7.41185027093976,0.373363563910078,0.0434026326975236,74,7.32678111085261,7.49691943102691,0.426718319465248,0.295289528523866,0.0343267104366751,74,0.359437967009365,0.493998671921132
"upper","CWW_e_h_LD-HR_3","CWW","east","heavy","LD-HR",3,"winterwheat",6.9484116471882,0.526848399175721,0.0612448823801387,74,6.82837167772312,7.06845161665327,6.9484116471882,0.526848399175721,0.0612448823801387,74,6.82837167772312,7.06845161665327
"upper","CWW_e_h_LD-HR_4","CWW","east","heavy","LD-HR",4,"winterwheat",6.40838133640264,0.662093457871272,0.0769668011052657,74,6.25752640623632,6.55923626656896,-0.0856567192811188,0.731554174966143,0.085041445452997,74,-0.252337952368993,0.0810245138067553
"upper","CWW_e_h_LD-HR_5","CWW","east","heavy","LD-HR",5,"winterwheat",6.29224017936573,0.750085450423644,0.0871956624678427,74,6.12133668092876,6.4631436778027,-0.666778513033959,0.702515185303277,0.0816657314731826,74,-0.826843346721397,-0.506713679346521
"upper","CWW_e_h_LD-HR_6","CWW","east","heavy","LD-HR",6,"winterwheat",6.0966697551169,0.772294362281528,0.0897773960303913,74,5.92070605889733,6.27263345133646,6.0966697551169,0.772294362281528,0.0897773960303913,74,5.92070605889733,6.27263345133646
"lower","CWW_e_m_LD-HR_1","CWW","east","medium","LD-HR",1,"winterwheat",7.94,0,0,74,7.94,7.94,0,0,0,74,0,0
"lower","CWW_e_m_LD-HR_2","CWW","east","medium","LD-HR",2,"winterwheat",7.07582760942699,0.0567686108738534,0.00659921696885216,74,7.06289314416804,7.08876207468594,0.0574828354897707,0.0504973003294471,0.00587019192623571,74,0.0459772593143487,0.0689884116651927
"lower","CWW_e_m_LD-HR_3","CWW","east","medium","LD-HR",3,"winterwheat",6.88220191290951,0.132708411506629,0.0154270394790887,74,6.8519649155305,6.91243891028852,6.88220191290951,0.132708411506629,0.0154270394790887,74,6.8519649155305,6.91243891028852
"lower","CWW_e_m_LD-HR_4","CWW","east","medium","LD-HR",4,"winterwheat",6.50065009587173,0.172213617497427,0.0200194263936071,74,6.46141202014026,6.5398881716032,-1.01652548532945,0.133739760830725,0.015546931402735,74,-1.04699747087881,-0.986053499780087
"lower","CWW_e_m_LD-HR_5","CWW","east","medium","LD-HR",5,"winterwheat",6.46746863995546,0.188685386022012,0.0219342305905249,74,6.42447754799803,6.51045973191289,-0.176399201764681,0.158764029597233,0.0184559435581321,74,-0.21257285113862,-0.140225552390743
"lower","CWW_e_m_LD-HR_6","CWW","east","medium","LD-HR",6,"winterwheat",6.30325952437625,0.18883319059593,0.0219514125232384,74,6.26023475583071,6.3462842929218,6.30325952437625,0.18883319059593,0.0219514125232384,74,6.26023475583071,6.3462842929218
"upper","CWW_e_m_LD-HR_1","CWW","east","medium","LD-HR",1,"winterwheat",7.817,0.123839600190499,0.0143960611051241,74,7.78878372023396,7.84521627976604,0,0,0,74,0,0
"upper","CWW_e_m_LD-HR_2","CWW","east","medium","LD-HR",2,"winterwheat",5.99092023735949,0.56617515576421,0.0658165249730035,74,5.8619198484124,6.11992062630657,0.531570969638789,0.345372471461959,0.0401487342945699,74,0.452879450421433,0.610262488856146
"upper","CWW_e_m_LD-HR_3","CWW","east","medium","LD-HR",3,"winterwheat",5.06523841909012,0.866415185895139,0.100718719532097,74,4.86782972880721,5.26264710937303,5.06523841909012,0.866415185895139,0.100718719532097,74,4.86782972880721,5.26264710937303
"upper","CWW_e_m_LD-HR_4","CWW","east","medium","LD-HR",4,"winterwheat",4.42034863867557,0.971978568932377,0.112990213547985,74,4.19888782012152,4.64180945722962,0.144193637463816,0.747669454223706,0.0869148086143859,74,-0.0261593874203806,0.314546662348012
"upper","CWW_e_m_LD-HR_5","CWW","east","medium","LD-HR",5,"winterwheat",4.24205286740811,1.01510089596945,0.118003082243184,74,4.01076682621147,4.47333890860475,-0.906317322757408,0.778288036344231,0.0904741464875806,74,-1.08364664987307,-0.72898799564175
"upper","CWW_e_m_LD-HR_6","CWW","east","medium","LD-HR",6,"winterwheat",4.07654063029713,1.00222224310668,0.116505969257685,74,3.84818893055206,4.30489233004219,4.07654063029713,1.00222224310668,0.116505969257685,74,3.84818893055206,4.30489233004219
"lower","CWW_e_l_LD-HR_1","CWW","east","light","LD-HR",1,"winterwheat",6.48,0,0,74,6.48,6.48,0,0,0,74,0,0
"lower","CWW_e_l_LD-HR_2","CWW","east","light","LD-HR",2,"winterwheat",5.774772030989,0.0462967311980941,0.00538188568333575,74,5.76422353504966,5.78532052692834,0.0437935338643504,0.0398371061226101,0.00463096952114037,74,0.0347168336029153,0.0528702341257856
"lower","CWW_e_l_LD-HR_3","CWW","east","light","LD-HR",3,"winterwheat",5.61681709402329,0.108228219092785,0.012581274914985,74,5.59215779518992,5.64147639285666,5.61681709402329,0.108228219092785,0.012581274914985,74,5.59215779518992,5.64147639285666
"lower","CWW_e_l_LD-HR_4","CWW","east","light","LD-HR",4,"winterwheat",5.30546221410899,0.140446056988193,0.0163265224957573,74,5.2734622300173,5.33746219820067,-0.854019136831103,0.10413951215755,0.0121059723882484,74,-0.87774684271207,-0.830291430950136
"lower","CWW_e_l_LD-HR_5","CWW","east","light","LD-HR",5,"winterwheat",5.27840160928407,0.153879343940282,0.0178881103845058,74,5.24334091293044,5.3134623056377,-0.149880623261556,0.129345326597451,0.0150360887995018,74,-0.17935135730858,-0.120409889214532
"lower","CWW_e_l_LD-HR_6","CWW","east","light","LD-HR",6,"winterwheat",5.14439029172432,0.153999883592797,0.0179021228344857,74,5.10930213096873,5.17947845247992,5.14439029172432,0.153999883592797,0.0179021228344857,74,5.10930213096873,5.17947845247992
"upper","CWW_e_l_LD-HR_1","CWW","east","light","LD-HR",1,"winterwheat",6.381,0.0996757757630842,0.011587073572417,74,6.35828933579806,6.40371066420194,0,0,0,74,0,0
"upper","CWW_e_l_LD-HR_2","CWW","east","light","LD-HR",2,"winterwheat",4.8892383544255,0.462702843007413,0.0537881129396638,74,4.78381365306376,4.99466305578724,0.40919605002689,0.278970187308305,0.0324296255545114,74,0.345633983940047,0.472758116113732
"upper","CWW_e_l_LD-HR_3","CWW","east","light","LD-HR",3,"winterwheat",4.13292647080901,0.707964817080336,0.082299238299289,74,3.97161996374241,4.29423297787562,4.13292647080901,0.707964817080336,0.082299238299289,74,3.97161996374241,4.29423297787562
"upper","CWW_e_l_LD-HR_4","CWW","east","light","LD-HR",4,"winterwheat",3.60625392311142,0.794121150564184,0.0923147086296114,74,3.42531709419738,3.78719075202546,-0.00276096458294037,0.585527786617147,0.0680662226131382,74,-0.136170760904691,0.130648831738811
"upper","CWW_e_l_LD-HR_5","CWW","east","light","LD-HR",5,"winterwheat",3.46058460620611,0.82930514420516,0.0964047648119524,74,3.27163126717468,3.64953794523753,-0.80318036690841,0.625323930293651,0.0726924303466416,74,-0.945657530387828,-0.660703203428993
"upper","CWW_e_l_LD-HR_6","CWW","east","light","LD-HR",6,"winterwheat",3.32548037999603,0.818769399930124,0.0951800094175708,74,3.13892756153759,3.51203319845447,3.32548037999603,0.818769399930124,0.0951800094175708,74,3.13892756153759,3.51203319845447
"lower","CWW_n_h_HD-HR_1","CWW","north","heavy","HD-HR",1,"winterwheat",8.6675,0.0588993220418228,0.00684690711097369,74,8.65408006206249,8.68091993793751,0,0,0,74,0,0
"lower","CWW_n_h_HD-HR_2","CWW","north","heavy","HD-HR",2,"winterwheat",7.75057695993017,0.120414929158595,0.0139979511841909,74,7.72314097560916,7.77801294425118,0.108364041826352,0.0797192867124236,0.00926717884266078,74,0.0902003712947371,0.126527712357967
"lower","CWW_n_h_HD-HR_3","CWW","north","heavy","HD-HR",3,"winterwheat",7.57812307872468,0.195603725516681,0.0227384712208083,74,7.5335556751319,7.62269048231747,7.57812307872468,0.195603725516681,0.0227384712208083,74,7.5335556751319,7.62269048231747
"lower","CWW_n_h_HD-HR_4","CWW","north","heavy","HD-HR",4,"winterwheat",7.18832047833539,0.220967271765287,0.0256869235823784,74,7.13797410811392,7.23866684855685,-1.16543692224599,0.179285247774649,0.0208414867154035,74,-1.20628623620818,-1.1245876082838
"lower","CWW_n_h_HD-HR_5","CWW","north","heavy","HD-HR",5,"winterwheat",7.16801808229507,0.231134554703884,0.0268688462164306,74,7.11535514371087,7.22068102087927,-0.274715904096073,0.193471058716836,0.022490553741099,74,-0.318797389428627,-0.230634418763519
"lower","CWW_n_h_HD-HR_6","CWW","north","heavy","HD-HR",6,"winterwheat",6.99382037118122,0.228296412317177,0.0265389188655572,74,6.94180409020473,7.04583665215772,6.99382037118122,0.228296412317177,0.0265389188655572,74,6.94180409020473,7.04583665215772
"upper","CWW_n_h_HD-HR_1","CWW","north","heavy","HD-HR",1,"winterwheat",6.293,0.518515399171599,0.0602761908060073,74,6.17485866602023,6.41114133397978,0,0,0,74,0,0
"upper","CWW_n_h_HD-HR_2","CWW","north","heavy","HD-HR",2,"winterwheat",5.21785475289981,0.636719908039104,0.0740171858507277,74,5.07278106863239,5.36292843716724,0.516142008037277,0.379921992721473,0.0441650345607178,74,0.42957854029827,0.602705475776284
"upper","CWW_n_h_HD-HR_3","CWW","north","heavy","HD-HR",3,"winterwheat",4.6556248263001,0.921620192492416,0.107136171195868,74,4.4456379307562,4.865611721844,4.6556248263001,0.921620192492416,0.107136171195868,74,4.4456379307562,4.865611721844
"upper","CWW_n_h_HD-HR_4","CWW","north","heavy","HD-HR",4,"winterwheat",4.2176671119301,0.997203349822296,0.115922534764269,74,3.99045894379213,4.44487528006807,-0.095257941865378,0.833097749345704,0.0968456462042283,74,-0.285075408425665,0.0945595246949095
"upper","CWW_n_h_HD-HR_5","CWW","north","heavy","HD-HR",5,"winterwheat",4.13115414312014,1.03231969221863,0.120004726649162,74,3.89594487888779,4.3663634073525,-1.225887393911,0.817692379204628,0.0950548083013537,74,-1.41219481818165,-1.03957996964035
"upper","CWW_n_h_HD-HR_6","CWW","north","heavy","HD-HR",6,"winterwheat",4.01085802920071,1.02065601617311,0.118648851849798,74,3.77830627957511,4.24340977882632,4.01085802920071,1.02065601617311,0.118648851849798,74,3.77830627957511,4.24340977882632
"lower","CWW_n_m_HD-HR_1","CWW","north","medium","HD-HR",1,"winterwheat",7.6825,0.0518515399171597,0.00602761908060071,74,7.67068586660202,7.69431413339798,0,0,0,74,0,0
"lower","CWW_n_m_HD-HR_2","CWW","north","medium","HD-HR",2,"winterwheat",6.92556752988228,0.0942597756059882,0.0109574763427184,74,6.90409087625056,6.94704418351401,0.0688479519671086,0.0648363074657474,0.0075370676477614,74,0.0540752993774963,0.0836206045567209
"lower","CWW_n_m_HD-HR_3","CWW","north","medium","HD-HR",3,"winterwheat",6.80174673380762,0.153471698290617,0.0178407225402881,74,6.76677891762866,6.83671454998659,6.80174673380762,0.153471698290617,0.0178407225402881,74,6.76677891762866,6.83671454998659
"lower","CWW_n_m_HD-HR_4","CWW","north","medium","HD-HR",4,"winterwheat",6.46405270795928,0.178510365582545,0.0207514084902668,74,6.42337994731835,6.5047254686002,-1.08922964934534,0.13710914136036,0.0159386139333344,74,-1.12046933265467,-1.057989966036
"lower","CWW_n_m_HD-HR_5","CWW","north","medium","HD-HR",5,"winterwheat",6.44941386031452,0.190338711495663,0.0221264257729119,74,6.40604606579962,6.49278165482943,-0.217197906395252,0.16521697406191,0.0192060831150958,74,-0.25484182930084,-0.179553983489664
"lower","CWW_n_m_HD-HR_6","CWW","north","medium","HD-HR",6,"winterwheat",6.29345618371798,0.18944215333139,0.0220222030033187,74,6.25029266583147,6.33661970160448,6.29345618371798,0.18944215333139,0.0220222030033187,74,6.25029266583147,6.33661970160448
"upper","CWW_n_m_HD-HR_1","CWW","north","medium","HD-HR",1,"winterwheat",5.5755,0.459616077129776,0.0534292836950336,74,5.47077860395773,5.68022139604227,0,0,0,74,0,0
"upper","CWW_n_m_HD-HR_2","CWW","north","medium","HD-HR",2,"winterwheat",4.92254389332414,0.560231904813647,0.0651256360835386,74,4.7948976466004,5.05019014004788,0.367050879057544,0.342001901204325,0.0397569134608998,74,0.28912732867418,0.444974429440907
"upper","CWW_n_m_HD-HR_3","CWW","north","medium","HD-HR",3,"winterwheat",4.56627983594753,0.844804287404482,0.0982065036114259,74,4.37379508886913,4.75876458302592,4.56627983594753,0.844804287404482,0.0982065036114259,74,4.37379508886913,4.75876458302592
"upper","CWW_n_m_HD-HR_4","CWW","north","medium","HD-HR",4,"winterwheat",4.19912946876757,0.944753626036346,0.109825378221386,74,3.98387172745365,4.41438721008149,-0.211442784598415,0.731560806780268,0.0850422163857296,74,-0.378125528714445,-0.0447600404823845
"upper","CWW_n_m_HD-HR_5","CWW","north","medium","HD-HR",5,"winterwheat",4.13241585743057,0.994908723712898,0.115655789897251,74,3.90573050923195,4.35910120562918,-1.24297306801086,0.776263395890128,0.0902387868154859,74,-1.41984109016922,-1.06610504585251
"upper","CWW_n_m_HD-HR_6","CWW","north","medium","HD-HR",6,"winterwheat",4.01736287861317,0.990239964062332,0.115113057612011,74,3.79174128569362,4.24298447153271,4.01736287861317,0.990239964062332,0.115113057612011,74,3.79174128569362,4.24298447153271
"lower","CWW_n_l_HD-HR_1","CWW","north","light","HD-HR",1,"winterwheat",6.27,0.0422866927479753,0.00491572818223751,74,6.26036517276282,6.27963482723719,0,0,0,74,0,0
"lower","CWW_n_l_HD-HR_2","CWW","north","light","HD-HR",2,"winterwheat",5.65222983019526,0.0768720500087672,0.00893619429891598,74,5.63471488936939,5.66974477102114,0.0806202615164233,0.0554674155069923,0.00644795607991016,74,0.0679822675997994,0.0932582554330472
"lower","CWW_n_l_HD-HR_3","CWW","north","light","HD-HR",3,"winterwheat",5.55120316155185,0.125161385013707,0.0145497154697495,74,5.52268571923114,5.57972060387256,5.55120316155185,0.125161385013707,0.0145497154697495,74,5.52268571923114,5.57972060387256
"lower","CWW_n_l_HD-HR_4","CWW","north","light","HD-HR",4,"winterwheat",5.27561580066582,0.145581269018774,0.0169234787687613,74,5.24244578227905,5.30878581905259,-0.862364160338255,0.11113232696694,0.0129188705980128,74,-0.88768514671036,-0.83704317396615
"lower","CWW_n_l_HD-HR_5","CWW","north","light","HD-HR",5,"winterwheat",5.26367732297495,0.155227687045007,0.0180448520866466,74,5.22830941288512,5.29904523306478,-0.161729442427153,0.131942707987117,0.0153380282529676,74,-0.19179197780297,-0.131666907051337
"lower","CWW_n_l_HD-HR_6","CWW","north","light","HD-HR",6,"winterwheat",5.13639533429427,0.154496513396474,0.0179598548764929,74,5.10119401873635,5.1715966498522,5.13639533429427,0.154496513396474,0.0179598548764929,74,5.10119401873635,5.1715966498522
"upper","CWW_n_l_HD-HR_1","CWW","north","light","HD-HR",1,"winterwheat",4.549,0.375546104642731,0.0436563479041567,74,4.46343355810785,4.63456644189215,0,0,0,74,0,0
"upper","CWW_n_l_HD-HR_2","CWW","north","light","HD-HR",2,"winterwheat",4.01612733821313,0.457707244878569,0.0532073864530728,74,3.91184086076511,4.12041381566115,0.419938456652768,0.282404203364475,0.0328288218124495,74,0.355593965900367,0.484282947405169
